realization	alpha	beta	mu	mu_low	lambda	delta	lambda_tilde	violation
76450	0.9034	0.9034	-0.3864	-4.0000	0.0000	-0.0966	0.0000	False
76451	0.7071	0.7071	-1.1716	-4.0000	0.0000	-0.2929	0.0000	False
76452	0.5000	0.5000	-1.0000	-2.0000	-0.4874	-0.5000	-0.2437	False
76453	0.8393	0.8393	-0.9643	-6.0000	0.0000	-0.1607	0.0000	False
76454	0.7594	0.7594	-0.9624	-4.0000	-0.0000	-0.2406	-0.0000	False
76455	0.8850	0.8850	-0.8048	-7.0000	-0.0000	-0.1150	-0.0000	False
76456	0.7790	0.7790	-1.3257	-6.0000	-0.0000	-0.2210	-0.0000	False
76457	0.9275	0.9275	-0.2900	-4.0000	0.0000	-0.0725	0.0000	False
76458	0.7071	0.7071	-1.1716	-4.0000	0.0000	-0.2929	0.0000	False
76459	0.7071	0.7071	-1.4645	-5.0000	-0.4158	-0.2929	-0.0832	False
76460	0.8668	0.8668	-1.1992	-9.0000	-0.0000	-0.1332	-0.0000	False
76461	0.9228	0.9228	-0.3860	-5.0000	0.0000	-0.0772	0.0000	False
76462	0.7071	0.7071	-0.5858	-2.0000	-0.1633	-0.2929	-0.0816	False
76463	0.8972	0.8972	-0.4113	-4.0000	0.0000	-0.1028	0.0000	False
76464	0.7321	0.7321	-0.5359	-2.0000	-0.0000	-0.2679	-0.0000	False
76465	0.7071	0.7071	-0.8787	-3.0000	-0.2863	-0.2929	-0.0954	False
76466	0.7071	0.7071	-1.7574	-6.0000	-0.0908	-0.2929	-0.0151	False
76467	0.8393	0.8393	-0.6429	-4.0000	-0.0000	-0.1607	-0.0000	False
76468	0.6300	0.6300	-0.7401	-2.0000	-0.1079	-0.3700	-0.0539	False
76469	0.7071	0.7071	-1.4645	-5.0000	-0.0000	-0.2929	-0.0000	False
76470	0.8744	0.8744	-0.3767	-3.0000	-0.0000	-0.1256	-0.0000	False
76471	0.6889	0.6889	-1.5555	-5.0000	0.0000	-0.3111	0.0000	False
76472	0.7937	0.7937	-1.0315	-5.0000	-0.0000	-0.2063	-0.0000	False
76473	0.7071	0.7071	-0.5858	-2.0000	-0.2613	-0.2929	-0.1306	False
76474	0.9253	0.9253	-0.2990	-4.0000	-0.0000	-0.0747	-0.0000	False
76475	0.8019	0.8019	-0.7922	-4.0000	-0.1753	-0.1981	-0.0438	False
76476	0.6180	0.6180	-1.5279	-4.0000	0.0000	-0.3820	0.0000	False
76477	0.8125	0.8125	-0.9374	-5.0000	-0.0000	-0.1875	-0.0000	False
76478	0.6573	0.6573	-1.0281	-3.0000	-0.0288	-0.3427	-0.0096	False
76479	0.8081	0.8081	-1.1517	-6.0000	0.0000	-0.1919	0.0000	False
76480	0.7071	0.7071	-2.0503	-7.0000	-0.0000	-0.2929	-0.0000	False
76481	0.7937	0.7937	-1.0315	-5.0000	-0.0000	-0.2063	-0.0000	False
76482	0.5000	0.5000	-1.0000	-2.0000	-0.2833	-0.5000	-0.1416	False
76483	0.8295	0.8295	-0.6821	-4.0000	0.0000	-0.1705	0.0000	False
76484	0.8950	0.8950	-0.3151	-3.0000	-0.0883	-0.1050	-0.0294	False
76485	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76486	0.7390	0.7390	-1.3051	-5.0000	-0.0000	-0.2610	-0.0000	False
76487	0.8581	0.8581	-0.9933	-7.0000	-0.0000	-0.1419	-0.0000	False
76488	0.7321	0.7321	-1.3397	-5.0000	-0.0000	-0.2679	-0.0000	False
76489	0.7071	0.7071	-1.7574	-6.0000	0.0000	-0.2929	0.0000	False
76490	0.8165	0.8165	-0.7340	-4.0000	0.0000	-0.1835	0.0000	False
76491	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76492	0.7071	0.7071	-0.5858	-2.0000	-0.2744	-0.2929	-0.1372	False
76493	0.7071	0.7071	-1.7574	-6.0000	-0.0000	-0.2929	-0.0000	False
76494	0.8409	0.8409	-0.6364	-4.0000	0.0000	-0.1591	0.0000	False
76495	0.7900	0.7900	-1.0498	-5.0000	-0.0000	-0.2100	-0.0000	False
76496	0.7321	0.7321	-1.0718	-4.0000	-0.1049	-0.2679	-0.0262	False
76497	0.7071	0.7071	-0.8787	-3.0000	-0.1110	-0.2929	-0.0370	False
76498	0.7071	0.7071	-1.4645	-5.0000	-0.3802	-0.2929	-0.0760	False
76499	0.7071	0.7071	-0.8787	-3.0000	-0.0262	-0.2929	-0.0087	False
76500	0.7071	0.7071	-1.1716	-4.0000	-0.2847	-0.2929	-0.0712	False
76501	0.7549	0.7549	-1.2256	-5.0000	-0.0000	-0.2451	-0.0000	False
76502	0.7071	0.7071	-1.4645	-5.0000	0.0000	-0.2929	0.0000	False
76503	0.8944	0.8944	-0.5279	-5.0000	0.0000	-0.1056	0.0000	False
76504	0.7071	0.7071	-0.8787	-3.0000	-0.3929	-0.2929	-0.1310	False
76505	0.9124	0.9124	-0.4382	-5.0000	-0.0570	-0.0876	-0.0114	False
76506	0.7071	0.7071	-0.5858	-2.0000	-0.2213	-0.2929	-0.1106	False
76507	0.7304	0.7304	-1.0782	-4.0000	0.0000	-0.2696	0.0000	False
76508	0.7071	0.7071	-0.8787	-3.0000	-0.3125	-0.2929	-0.1042	False
76509	0.7071	0.7071	-0.8787	-3.0000	-0.2775	-0.2929	-0.0925	False
76510	0.7862	0.7862	-1.0692	-5.0000	-0.0000	-0.2138	-0.0000	False
76511	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
76512	0.7071	0.7071	-0.5858	-2.0000	-0.2572	-0.2929	-0.1286	False
76513	0.8394	0.8394	-0.4818	-3.0000	-0.0000	-0.1606	-0.0000	False
76514	0.9333	0.9333	-0.2669	-4.0000	-0.0000	-0.0667	-0.0000	False
76515	0.9034	0.9034	-0.3864	-4.0000	-0.0000	-0.0966	-0.0000	False
76516	0.6903	0.6903	-1.2389	-4.0000	0.0000	-0.3097	0.0000	False
76517	0.7071	0.7071	-1.4645	-5.0000	-0.1908	-0.2929	-0.0382	False
76518	0.8875	0.8875	-0.3374	-3.0000	0.0000	-0.1125	0.0000	False
76519	0.8756	0.8756	-0.4978	-4.0000	-0.0000	-0.1244	-0.0000	False
76520	0.9103	0.9103	-0.2692	-3.0000	-0.0000	-0.0897	-0.0000	False
76521	0.8846	0.8846	-0.3461	-3.0000	-0.0385	-0.1154	-0.0128	False
76522	0.8799	0.8799	-0.6006	-5.0000	0.0000	-0.1201	0.0000	False
76523	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
76524	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76525	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76526	0.5652	0.5652	-1.7392	-4.0000	-0.0000	-0.4348	-0.0000	False
76527	0.7071	0.7071	-1.1716	-4.0000	-0.2449	-0.2929	-0.0612	False
76528	0.8295	0.8295	-0.8526	-5.0000	0.0000	-0.1705	0.0000	False
76529	0.8295	0.8295	-0.8526	-5.0000	0.0000	-0.1705	0.0000	False
76530	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76531	0.7071	0.7071	-0.5858	-2.0000	-0.2280	-0.2929	-0.1140	False
76532	0.7071	0.7071	-0.5858	-2.0000	-0.2804	-0.2929	-0.1402	False
76533	0.7549	0.7071	-0.9805	-4.0000	0.0000	-0.2451	0.0000	False
76534	0.7071	0.7071	-1.4645	-5.0000	-0.4569	-0.2929	-0.0914	False
76535	0.7549	0.7549	-0.7354	-3.0000	0.0000	-0.2451	0.0000	False
76536	0.7937	0.7937	-1.0315	-5.0000	0.0000	-0.2063	0.0000	False
76537	0.9077	0.9077	-0.5538	-6.0000	-0.0000	-0.0923	-0.0000	False
76538	0.9278	0.9278	-0.2890	-4.0000	0.0000	-0.0722	0.0000	False
76539	0.7071	0.7071	-1.7574	-6.0000	0.0000	-0.2929	0.0000	False
76540	0.8090	0.8090	-0.9549	-5.0000	0.0000	-0.1910	0.0000	False
76541	0.7937	0.7937	-1.4441	-7.0000	-0.0000	-0.2063	-0.0000	False
76542	0.7292	0.7292	-1.6246	-6.0000	-0.0000	-0.2708	-0.0000	False
76543	0.8712	0.8712	-0.7731	-6.0000	-0.0000	-0.1288	-0.0000	False
76544	0.8393	0.8393	-0.9643	-6.0000	0.0000	-0.1607	0.0000	False
76545	0.7549	0.7549	-0.7354	-3.0000	-0.0000	-0.2451	-0.0000	False
76546	0.6180	0.6180	-1.9098	-5.0000	-0.0000	-0.3820	-0.0000	False
76547	0.7321	0.7321	-1.0718	-4.0000	-0.2910	-0.2679	-0.0727	False
76548	0.7071	0.7071	-1.4645	-5.0000	-0.0000	-0.2929	-0.0000	False
76549	0.7808	0.7808	-0.8769	-4.0000	-0.0000	-0.2192	-0.0000	False
76550	0.8165	0.8165	-0.9175	-5.0000	-0.0000	-0.1835	-0.0000	False
76551	0.6573	0.6573	-1.0281	-3.0000	0.0000	-0.3427	0.0000	False
76552	0.7937	0.7937	-0.6189	-3.0000	-0.0000	-0.2063	-0.0000	False
76553	0.8668	0.8668	-0.6662	-5.0000	0.0000	-0.1332	0.0000	False
76554	0.6698	0.6698	-0.9906	-3.0000	-0.0000	-0.3302	-0.0000	False
76555	0.7071	0.7071	-0.5858	-2.0000	-0.2548	-0.2929	-0.1274	False
76556	0.9146	0.9146	-0.3415	-4.0000	0.0000	-0.0854	0.0000	False
76557	0.8962	0.8962	-0.6230	-6.0000	0.0000	-0.1038	0.0000	False
76558	0.7071	0.7071	-1.1716	-4.0000	-0.1793	-0.2929	-0.0448	False
76559	0.7872	0.7872	-0.6385	-3.0000	-0.0000	-0.2128	-0.0000	False
76560	0.7071	0.7071	-0.5858	-2.0000	-0.0749	-0.2929	-0.0374	False
76561	0.7937	0.7937	-0.4126	-2.0000	-0.0729	-0.2063	-0.0364	False
76562	0.7071	0.7071	-1.4645	-5.0000	-0.3932	-0.2929	-0.0786	False
76563	0.8813	0.8813	-0.3562	-3.0000	-0.0000	-0.1187	-0.0000	False
76564	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76565	0.8295	0.8295	-0.6821	-4.0000	-0.0000	-0.1705	-0.0000	False
76566	0.8647	0.8647	-0.5414	-4.0000	0.0000	-0.1353	0.0000	False
76567	0.7907	0.7907	-1.0466	-5.0000	0.0000	-0.2093	0.0000	False
76568	0.8581	0.8581	-0.7095	-5.0000	-0.2529	-0.1419	-0.0506	False
76569	0.7071	0.7071	-0.8787	-3.0000	-0.3871	-0.2929	-0.1290	False
76570	0.8484	0.8484	-0.9098	-6.0000	0.0000	-0.1516	0.0000	False
76571	0.9082	0.9082	-0.3671	-4.0000	-0.0000	-0.0918	-0.0000	False
76572	0.8165	0.8165	-0.7340	-4.0000	0.0000	-0.1835	0.0000	False
76573	0.7583	0.7583	-0.9667	-4.0000	-0.0000	-0.2417	-0.0000	False
76574	0.6180	0.6180	-1.9098	-5.0000	-0.0000	-0.3820	-0.0000	False
76575	0.7071	0.7071	-0.8787	-3.0000	-0.2252	-0.2929	-0.0751	False
76576	0.6180	0.6180	-1.9098	-5.0000	-0.0000	-0.3820	-0.0000	False
76577	0.9385	0.9385	-0.3688	-6.0000	0.0000	-0.0615	0.0000	False
76578	0.9322	0.9322	-0.3392	-5.0000	-0.0000	-0.0678	-0.0000	False
76579	0.6777	0.6777	-0.9670	-3.0000	0.0000	-0.3223	0.0000	False
76580	0.7071	0.7071	-1.7574	-6.0000	-0.0000	-0.2929	-0.0000	False
76581	0.8165	0.8165	-0.7340	-4.0000	-0.0000	-0.1835	-0.0000	False
76582	0.7321	0.7321	-1.3397	-5.0000	-0.0000	-0.2679	-0.0000	False
76583	0.9175	0.9175	-0.4123	-5.0000	0.0000	-0.0825	0.0000	False
76584	0.8019	0.8019	-0.5942	-3.0000	-0.0000	-0.1981	-0.0000	False
76585	0.7270	0.7270	-1.0920	-4.0000	-0.0000	-0.2730	-0.0000	False
76586	0.8567	0.8567	-0.7166	-5.0000	0.0000	-0.1433	0.0000	False
76587	0.8393	0.8393	-0.9643	-6.0000	-0.0000	-0.1607	-0.0000	False
76588	0.7071	0.7071	-0.5858	-2.0000	-0.2093	-0.2929	-0.1046	False
76589	0.7071	0.7071	-1.4645	-5.0000	-0.0000	-0.2929	-0.0000	False
76590	0.7607	0.7607	-0.7179	-3.0000	-0.0487	-0.2393	-0.0162	False
76591	0.5000	0.5000	-1.0000	-2.0000	-0.3819	-0.5000	-0.1909	False
76592	0.5000	0.5000	-1.0000	-2.0000	-0.3863	-0.5000	-0.1932	False
76593	0.9070	0.9070	-0.4652	-5.0000	0.0000	-0.0930	0.0000	False
76594	0.9131	0.9131	-0.5213	-6.0000	-0.0000	-0.0869	-0.0000	False
76595	0.9232	0.9232	-0.3071	-4.0000	0.0000	-0.0768	0.0000	False
76596	0.8362	0.8362	-0.8191	-5.0000	0.0000	-0.1638	0.0000	False
76597	0.8486	0.8486	-0.9083	-6.0000	-0.0000	-0.1514	-0.0000	False
76598	0.8660	0.8660	-0.6699	-5.0000	-0.3078	-0.1340	-0.0616	False
76599	0.8982	0.8982	-0.4074	-4.0000	-0.0306	-0.1018	-0.0076	False
76600	0.8581	0.8581	-0.7095	-5.0000	-0.0000	-0.1419	-0.0000	False
76601	0.5000	0.5000	-1.0000	-2.0000	-0.1940	-0.5000	-0.0970	False
76602	0.8393	0.8393	-0.4821	-3.0000	-0.0000	-0.1607	-0.0000	False
76603	0.8484	0.8484	-0.4549	-3.0000	-0.0000	-0.1516	-0.0000	False
76604	0.8165	0.8165	-0.9175	-5.0000	-0.0000	-0.1835	-0.0000	False
76605	0.7549	0.7549	-1.2256	-5.0000	-0.0000	-0.2451	-0.0000	False
76606	0.8781	0.8781	-0.3657	-3.0000	0.0000	-0.1219	0.0000	False
76607	0.7071	0.7071	-1.1716	-4.0000	-0.3723	-0.2929	-0.0931	False
76608	0.6180	0.6180	-1.1459	-3.0000	-0.0000	-0.3820	-0.0000	False
76609	0.6934	0.6934	-1.5332	-5.0000	0.0000	-0.3066	0.0000	False
76610	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76611	0.7071	0.7071	-1.4645	-5.0000	-0.0000	-0.2929	-0.0000	False
76612	0.7071	0.7071	-0.8787	-3.0000	-0.2794	-0.2929	-0.0931	False
76613	0.9085	0.9085	-0.4576	-5.0000	0.0000	-0.0915	0.0000	False
76614	0.9175	0.9175	-0.2474	-3.0000	-0.0528	-0.0825	-0.0176	False
76615	0.7071	0.7071	-0.5858	-2.0000	-0.0795	-0.2929	-0.0397	False
76616	0.7862	0.7862	-0.8554	-4.0000	0.0000	-0.2138	0.0000	False
76617	0.8484	0.8484	-0.4549	-3.0000	0.0000	-0.1516	0.0000	False
76618	0.9032	0.9032	-0.3872	-4.0000	0.0000	-0.0968	0.0000	False
76619	0.7071	0.7071	-0.8787	-3.0000	-0.3201	-0.2929	-0.1067	False
76620	0.8105	0.8105	-0.5684	-3.0000	-0.0000	-0.1895	-0.0000	False
76621	0.7071	0.7071	-0.5858	-2.0000	-0.1679	-0.2929	-0.0839	False
76622	0.7071	0.7071	-1.4645	-5.0000	-0.0000	-0.2929	-0.0000	False
76623	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76624	0.8947	0.8947	-0.7371	-7.0000	-0.0000	-0.1053	-0.0000	False
76625	0.9034	0.9034	-0.4830	-5.0000	0.0000	-0.0966	0.0000	False
76626	0.7549	0.7549	-1.7159	-7.0000	-0.0000	-0.2451	-0.0000	False
76627	0.6180	0.6180	-2.6738	-7.0000	0.0000	-0.3820	0.0000	False
76628	0.5000	0.5000	-1.0000	-2.0000	-0.2359	-0.5000	-0.1179	False
76629	0.7321	0.7321	-1.3397	-5.0000	-0.0000	-0.2679	-0.0000	False
76630	0.7071	0.7071	-0.5858	-2.0000	-0.2762	-0.2929	-0.1381	False
76631	0.5998	0.5998	-1.2006	-3.0000	-0.0000	-0.4002	-0.0000	False
76632	0.5977	0.5977	-2.4136	-6.0000	-0.0000	-0.4023	-0.0000	False
76633	0.9144	0.9144	-0.5137	-6.0000	-0.0000	-0.0856	-0.0000	False
76634	0.7071	0.7071	-0.8787	-3.0000	-0.3119	-0.2929	-0.1040	False
76635	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76636	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76637	0.8982	0.8982	-0.5092	-5.0000	-0.1377	-0.1018	-0.0275	False
76638	0.7071	0.7071	-1.4645	-5.0000	-0.4225	-0.2929	-0.0845	False
76639	0.8072	0.8072	-1.1566	-6.0000	0.0000	-0.1928	0.0000	False
76640	0.7071	0.7071	-1.4645	-5.0000	-0.0000	-0.2929	-0.0000	False
76641	0.6518	0.6518	-1.3927	-4.0000	0.0000	-0.3482	0.0000	False
76642	0.7937	0.7937	-1.0315	-5.0000	-0.0000	-0.2063	-0.0000	False
76643	0.9032	0.9032	-0.3872	-4.0000	-0.0850	-0.0968	-0.0212	False
76644	0.8229	0.8229	-0.5314	-3.0000	-0.0000	-0.1771	-0.0000	False
76645	0.7549	0.7549	-1.4707	-6.0000	-0.2837	-0.2451	-0.0473	False
76646	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76647	0.8708	0.8708	-0.5167	-4.0000	0.0000	-0.1292	0.0000	False
76648	0.7071	0.7071	-0.5858	-2.0000	-0.2400	-0.2929	-0.1200	False
76649	0.7071	0.7071	-0.8787	-3.0000	-0.3061	-0.2929	-0.1020	False
76650	0.7607	0.7607	-0.4786	-2.0000	-0.0625	-0.2393	-0.0312	False
76651	0.7167	0.7167	-1.7000	-6.0000	0.0000	-0.2833	0.0000	False
76652	0.6823	0.6823	-1.2707	-4.0000	-0.0000	-0.3177	-0.0000	False
76653	0.6180	0.6180	-1.1459	-3.0000	-0.0000	-0.3820	-0.0000	False
76654	0.8076	0.8076	-0.7697	-4.0000	0.0000	-0.1924	0.0000	False
76655	0.8846	0.8846	-0.3461	-3.0000	-0.0980	-0.1154	-0.0327	False
76656	0.8393	0.8393	-0.4821	-3.0000	-0.0639	-0.1607	-0.0213	False
76657	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76658	0.7071	0.7071	-0.5858	-2.0000	-0.0749	-0.2929	-0.0375	False
76659	0.6710	0.6710	-1.3158	-4.0000	-0.0000	-0.3290	-0.0000	False
76660	0.7321	0.7321	-1.3397	-5.0000	0.0000	-0.2679	0.0000	False
76661	0.5000	0.5000	-2.0000	-4.0000	-0.0000	-0.5000	-0.0000	False
76662	0.7071	0.7071	-1.1716	-4.0000	-0.4362	-0.2929	-0.1090	False
76663	0.7071	0.7071	-0.5858	-2.0000	-0.2974	-0.2929	-0.1487	False
76664	0.8660	0.8660	-0.6699	-5.0000	-0.0000	-0.1340	-0.0000	False
76665	0.7759	0.7759	-0.8963	-4.0000	0.0000	-0.2241	0.0000	False
76666	0.9174	0.9174	-0.2477	-3.0000	-0.0000	-0.0826	-0.0000	False
76667	0.8617	0.8617	-1.3830	-10.0000	-0.0000	-0.1383	-0.0000	False
76668	0.9034	0.9034	-0.4830	-5.0000	0.0000	-0.0966	0.0000	False
76669	0.8581	0.8581	-0.4257	-3.0000	-0.0387	-0.1419	-0.0129	False
76670	0.8850	0.8850	-0.4599	-4.0000	-0.0000	-0.1150	-0.0000	False
76671	0.7071	0.7071	-0.5858	-2.0000	-0.1433	-0.2929	-0.0716	False
76672	0.7908	0.7908	-1.0462	-5.0000	-0.0000	-0.2092	-0.0000	False
76673	0.9179	0.9179	-0.4107	-5.0000	-0.0000	-0.0821	-0.0000	False
76674	0.8799	0.8799	-0.3604	-3.0000	-0.0000	-0.1201	-0.0000	False
76675	0.7001	0.7001	-2.3993	-8.0000	0.0000	-0.2999	0.0000	False
76676	0.7071	0.7071	-0.5858	-2.0000	-0.1561	-0.2929	-0.0781	False
76677	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76678	0.7071	0.7071	-0.5858	-2.0000	-0.1726	-0.2929	-0.0863	False
76679	0.7937	0.7937	-0.6189	-3.0000	-0.0376	-0.2063	-0.0125	False
76680	0.8873	0.8873	-0.4508	-4.0000	-0.0000	-0.1127	-0.0000	False
76681	0.8243	0.8243	-0.5272	-3.0000	0.0000	-0.1757	0.0000	False
76682	0.8718	0.8718	-0.5130	-4.0000	-0.0000	-0.1282	-0.0000	False
76683	0.8393	0.8393	-0.4821	-3.0000	-0.0000	-0.1607	-0.0000	False
76684	0.9239	0.9239	-0.3045	-4.0000	-0.0000	-0.0761	-0.0000	False
76685	0.7071	0.7071	-1.1716	-4.0000	0.0000	-0.2929	0.0000	False
76686	0.8484	0.8484	-0.6065	-4.0000	-0.0000	-0.1516	-0.0000	False
76687	0.7071	0.7071	-0.8787	-3.0000	-0.2383	-0.2929	-0.0794	False
76688	0.7937	0.7937	-1.0315	-5.0000	-0.0000	-0.2063	-0.0000	False
76689	0.7071	0.7071	-0.5858	-2.0000	-0.2776	-0.2929	-0.1388	False
76690	0.8944	0.8944	-0.3167	-3.0000	0.0000	-0.1056	0.0000	False
76691	0.8165	0.8165	-0.9175	-5.0000	-0.0000	-0.1835	-0.0000	False
76692	0.7071	0.7071	-0.8787	-3.0000	-0.2665	-0.2929	-0.0888	False
76693	0.8850	0.8850	-0.5748	-5.0000	0.0000	-0.1150	0.0000	False
76694	0.7390	0.7390	-1.0441	-4.0000	0.0000	-0.2610	0.0000	False
76695	0.6573	0.6573	-1.3708	-4.0000	-0.1749	-0.3427	-0.0437	False
76696	0.9192	0.9192	-0.2425	-3.0000	0.0000	-0.0808	0.0000	False
76697	0.8581	0.8581	-0.5676	-4.0000	-0.0000	-0.1419	-0.0000	False
76698	0.7071	0.7071	-1.4645	-5.0000	0.0000	-0.2929	0.0000	False
76699	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76700	0.8151	0.8151	-0.7396	-4.0000	-0.0000	-0.1849	-0.0000	False
76701	0.7748	0.7748	-1.1260	-5.0000	0.0000	-0.2252	0.0000	False
76702	0.7071	0.7071	-0.8787	-3.0000	-0.3971	-0.2929	-0.1324	False
76703	0.7321	0.7321	-1.0718	-4.0000	0.0000	-0.2679	0.0000	False
76704	0.7071	0.7071	-0.5858	-2.0000	-0.1737	-0.2929	-0.0868	False
76705	0.7937	0.7937	-1.0315	-5.0000	-0.0000	-0.2063	-0.0000	False
76706	0.7071	0.7071	-1.1716	-4.0000	-0.1500	-0.2929	-0.0375	False
76707	0.8836	0.8836	-0.2328	-2.0000	0.0000	-0.1164	0.0000	False
76708	0.8718	0.8718	-0.5130	-4.0000	-0.0000	-0.1282	-0.0000	False
76709	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76710	0.8668	0.8668	-0.6662	-5.0000	0.0000	-0.1332	0.0000	False
76711	0.7071	0.7071	-0.8787	-3.0000	-0.2841	-0.2929	-0.0947	False
76712	0.7808	0.7808	-0.8769	-4.0000	-0.1131	-0.2192	-0.0283	False
76713	0.6028	0.6028	-2.3833	-6.0000	-0.0000	-0.3972	-0.0000	False
76714	0.7071	0.7071	-0.5858	-2.0000	-0.3010	-0.2929	-0.1505	False
76715	0.7859	0.7859	-0.8563	-4.0000	0.0000	-0.2141	0.0000	False
76716	0.9138	0.9138	-0.3449	-4.0000	-0.0000	-0.0862	-0.0000	False
76717	0.8846	0.8846	-0.4614	-4.0000	-0.1698	-0.1154	-0.0424	False
76718	0.9138	0.9138	-0.7759	-9.0000	-0.0000	-0.0862	-0.0000	False
76719	0.7808	0.7808	-1.5346	-7.0000	-0.0000	-0.2192	-0.0000	False
76720	0.8393	0.8393	-0.9643	-6.0000	-0.0000	-0.1607	-0.0000	False
76721	0.7071	0.7071	-2.3431	-8.0000	-0.0000	-0.2929	-0.0000	False
76722	0.7321	0.7321	-1.0718	-4.0000	-0.0000	-0.2679	-0.0000	False
76723	0.8151	0.8151	-0.7396	-4.0000	-0.0000	-0.1849	-0.0000	False
76724	0.8165	0.8165	-0.3670	-2.0000	-0.0000	-0.1835	-0.0000	False
76725	0.6823	0.6823	-1.9060	-6.0000	-0.0000	-0.3177	-0.0000	False
76726	0.7071	0.7071	-1.4645	-5.0000	-0.1126	-0.2929	-0.0225	False
76727	0.7071	0.7071	-0.5858	-2.0000	-0.1287	-0.2929	-0.0643	False
76728	0.7709	0.7709	-0.9163	-4.0000	0.0000	-0.2291	0.0000	False
76729	0.7697	0.7697	-1.1517	-5.0000	0.0000	-0.2303	0.0000	False
76730	0.8832	0.8832	-0.4672	-4.0000	0.0000	-0.1168	0.0000	False
76731	0.7390	0.7390	-1.0441	-4.0000	-0.0000	-0.2610	-0.0000	False
76732	0.8165	0.8165	-1.1010	-6.0000	0.0000	-0.1835	0.0000	False
76733	0.7283	0.7283	-1.3587	-5.0000	-0.0000	-0.2717	-0.0000	False
76734	0.8465	0.8465	-1.0746	-7.0000	-0.0000	-0.1535	-0.0000	False
76735	0.7071	0.7071	-0.5858	-2.0000	-0.2189	-0.2929	-0.1095	False
76736	0.7071	0.7071	-0.5858	-2.0000	-0.1543	-0.2929	-0.0771	False
76737	0.8668	0.8668	-0.5330	-4.0000	-0.0000	-0.1332	-0.0000	False
76738	0.7937	0.7937	-0.8252	-4.0000	-0.1416	-0.2063	-0.0354	False
76739	0.7549	0.7549	-0.9805	-4.0000	0.0000	-0.2451	0.0000	False
76740	0.7071	0.7071	-1.4645	-5.0000	-0.0000	-0.2929	-0.0000	False
76741	0.7071	0.7071	-0.5858	-2.0000	-0.0929	-0.2929	-0.0465	False
76742	0.8836	0.8836	-0.5819	-5.0000	-0.0152	-0.1164	-0.0030	False
76743	0.7976	0.7976	-0.8095	-4.0000	-0.0000	-0.2024	-0.0000	False
76744	0.7494	0.7494	-1.0026	-4.0000	0.0000	-0.2506	0.0000	False
76745	0.8393	0.8393	-0.6429	-4.0000	-0.0451	-0.1607	-0.0113	False
76746	0.8992	0.8992	-0.5039	-5.0000	0.0000	-0.1008	0.0000	False
76747	0.9277	0.9277	-0.2893	-4.0000	-0.0007	-0.0723	-0.0002	False
76748	0.7071	0.7071	-0.5858	-2.0000	-0.1712	-0.2929	-0.0856	False
76749	0.8581	0.8581	-0.5676	-4.0000	-0.0601	-0.1419	-0.0150	False
76750	0.7071	0.7071	-0.8787	-3.0000	-0.0000	-0.2929	-0.0000	False
76751	0.7071	0.7071	-1.1716	-4.0000	-0.0000	-0.2929	-0.0000	False
76752	0.8105	0.8105	-0.7579	-4.0000	-0.0000	-0.1895	-0.0000	False
76753	0.7071	0.7071	-1.4645	-5.0000	-0.2417	-0.2929	-0.0483	False
76754	0.8850	0.8850	-0.2299	-2.0000	-0.0000	-0.1150	-0.0000	False
76755	0.7549	0.7549	-1.2256	-5.0000	0.0000	-0.2451	0.0000	False
76756	0.7071	0.7071	-0.5858	-2.0000	-0.0335	-0.2929	-0.0167	False
76757	0.7071	0.7071	-1.4645	-5.0000	0.0000	-0.2929	0.0000	False
76758	0.7549	0.7071	-0.9805	-4.0000	-0.0000	-0.2451	-0.0000	False
76759	0.5000	0.5000	-1.0000	-2.0000	-0.3497	-0.5000	-0.1749	False
76760	0.7426	0.7426	-1.0297	-4.0000	0.0000	-0.2574	0.0000	False
76761	0.8605	0.8605	-0.5580	-4.0000	-0.0000	-0.1395	-0.0000	False
76762	0.7071	0.7071	-1.1716	-4.0000	-0.1549	-0.2929	-0.0387	False
76763	0.8393	0.8393	-0.8036	-5.0000	0.0000	-0.1607	0.0000	False
